author,description
Воздух.,"Воздух. ХІХ ст. Росія Шовк, біть, бавовняна тканина, шитво. 20х20"
Гаманець.,"Гаманець. Росія Шовк, вишивка. 9,7х17,7"
Гаманець.,"Гаманець. Росія Шовк. 10х15,7"
Зразок вишивки для головного убору.,"Зразок вишивки для головного убору. Росія Шовк, перламутр, вишивка, стеклярус. 4,5х28"
-,"Зразок золотого шитва. ХVІІІ ст. Росія. Шовк, металева нитка, шитво. 10х11,5"
-,"Зразок вишивки. ХІХ ст. Росія Льняна нитка, шовкова нитка, срібна нитка. 3х22"
-,"Зразок ткання. Початок ХІХ ст. Росія. Бавовна, бавовняна нитка. 9,5х122"
Омофор.,"Омофор. ХІХ ст. Росія Білий атлас, тасьма, біть, волочене золото, шитво, ткацтво. 398х23,4"
Орнат (казула).,"Орнат (казула). ХІХ ст. Росія Парча, шовк, ткацтво. В-94"
Орнат (казула).,"Орнат (казула). ХІХ ст. Росія Шовк, льон, ткацтво. В-101,5"
Покровець,Покровець. Спорок. І половина ХІХ ст. Росія Металева та шовкова нитки. 80х50
Покровець,"Покровець (Покров у вигляді конверта). ХІХ ст. Росія Парча, ткацтво. 79х65х65"
Покровець,"Покровець (Воздух?). ХІХ ст. Росія Парча, ткацтво. 103,5х99,5"
Росія,"Душегрея. ХVІІІ ст. Росія Льняна нитка, металева нитка, бавовняна нитка, шитво."
Тіара.,"Тіара. ХVIII ст. Європа. Камка, червона бахрома, ткацтво. 28х29"
Фелонь,"Фелонь. Саккос. ХІХ ст. Росія Золота парча, бархат, шовкова червона нитка, золотна нитка, блискітки, ткацтво, шитво. В-124"
Поруч.,"Поруч. ІІ полов. ХІХ ст. Росія (парна з Д-1553) Ритий бархат на парчевій основі, тасьма-парча, ситець, ткацтво. 11,5х27"
Поруч.,"Поруч. ІІ полов. ХІХ ст. Росія (парна з Д-1552) Ритий бархат на парчевій основі, тасьма-парча, ситець, ткацтво. 11,5х26"
Поруч.,"Поруч. ІІ полов. ХІХ ст. Росія (парна з Д-1555) Парча, тасьма, бавовна, сатин, ткацтво. 12,5х26,3"
Поруч.,"Поруч. ІІ полов. ХІХ ст. Росія (парна з Д-1554) Парча, тасьма, бавовна, сатин, ткацтво. 12,5х25,7"
Пояс.,"Пояс. Кін. ХІХ - поч. ХХ ст. Росія Канва, шовк, вовняні нитки, вишивка напівхрестиком, атласна стрічка. 100х7, загальна довж зі стрічками 263"
Пояс білий.,"Пояс білий. І полов ХХ ст. Росія Бавовняне полотно, муліне, вишивка гладдю та козликом, атласна стрічка. 110х7, загальна довж зі стрічками 187"
Предмети святкового облачення священника. Пояс блакитний.,"Предмети святкового облачення священника. Сер ХХ ст. (4 предм.). Росія Пояс. Поручі. Мішечок для ладану Акт п.п. №3/463 від 18.06.2018. Протокол ФЗК №3 від 15.06.2018. Дар Богданової Д.А. (м. Херсон) Пояс блакитний. Шовкова парча, біть, ткацтво, шитво, атласна стрічка. 80х11,8, загальна довжина зі стрічками 273"
Поруч блакитна.,"Поруч блакитна. Шовкова парча, металева нитка, ткацтво, вишивка, атласна стрічка. 12,5х23,5"
Поруч блакитна.,"Поруч блакитна. Шовкова парча, металева нитка, ткацтво, вишивка, атласна стрічка. 12,5х23,3"
Мішечок для ладану.,"Мішечок для ладану. Шовкова парча, металева нитка, ткацтво, вишивка, шовкова стрічка. 12,5х10"
Фрагмент шитва.,"Фрагмент шитва. ІІ полов. ХІХ ст. Росія Блакитний атлас, парча, бавовняне полотно, канитель, прядене золото, блискітки, стрази, бісер, ткацтво, шитво. 17,5х13"
Фрагмент шитва.,"Фрагмент шитва. ІІ полов. ХІХ ст. Росія Фіолетовій бархат, парча, канитель, прядене золото, ткацтво, шитво, хромолітографія. 15х13"
Росія,"Віяло. Перша половина ХІХ ст. Росія. Дерево, газ, блискітки, позолоть. 22х40"
Добровольський. м. Києв Ікона,"Ікона «Розп’яття з предстоячими». 1877. Кипарис, метал, різьблення 15,5х10,5"
Ікона,"Ікона двохрядна. ХІХ ст. Україна Феодосій і Антоній Печерські. Кипарис, різьблення. 15х10"
Ікона,"Ікона «Святий Миколай». ХІХ ст. Україна Кипарис, різьблення. 13,3х9,5"
Срібло.,Інше
Адамсон Ерік Янович,"Брошка вигнута. Срібло 916°. 7х36; 11,92 грама"
Адамсон Ерік Янович,"Брошка. Срібло 875°. 3,5х3,5; 5,88 грама"
-,"Ікона (натільна). Богоматір «Всіх скорботних Радість». Пер. 1908-1917 рр. Росія Дошка, олія, ґрунт, бархат, срібло 84 (875)°, золочення, штампування. 2 (два) предмети: Срібний оклад. срібло 84 (875)° 2,21 грама, золочення, штампування. 5х4,2х3"
Підокладниця.,"Підокладниця. Дошка, олія, ґрунт, бархат 4,8х4х7"
-,"Ківш. Кінець ХІХ ст. Срібло, гравірування. 28,5х9х3"
Оклад до ікони,"Оклад до ікони «Богоматір з немовлям» (Уміленіе). ІІ полов. ХІХ ст. Росія Метал, кольорове скло, штампування. 31х24,5"
Оклад до ікони,"Оклад до іконки (нагрудної) «Богоматір Іверська». ХІХ ст. Росія Срібло, штампування. 4,8х4,1"
Срібний оклад до натільного образка,"Срібний оклад до натільного образка «Святий Олексій». Початок ХХ ст. Росія Срібло, штампування, рельєф. 5х4,5"
Шкіра,Запон масонський. Росія Лайка. 26х35
Абдуллаєв Мікаіл Гусейн,"Дороги. 1985. Полотно, олія. 144,5х120,5"
Абдуллаєв Мікаіл Гусейн,"В горах Кабула. Полотно, олія. 61х50"
